deal_id,account,pipeline,stage,deal_value,sales_rep,deal_created,deal_closed,deal_activities_done,account_tier,account_province,account_store_type,account_tax_status,account_discount_pct,account_payment_terms,account_activities_done,account_deals_won
1922,Account 0397,Orders,Shipped,10039.0,Rep B,2022-09-29,2022-10-17,2,Standard,AMBA Sur,Art supply store,VAT registered,15.0,,13.0,6.0
1923,Account 0508,Orders,Shipped,10198.0,Rep A,2022-02-02,2022-02-10,0,Low,AMBA Norte,Art supply store,Simplified regime,15.0,,4.0,3.0
1924,Account 0047,Orders,Shipped,10057.0,Rep A,2021-11-12,2021-12-29,0,Key,Cordoba,Other,VAT registered,22.0,,7.0,3.0
1925,Account 0397,Orders,Shipped,9909.0,Rep A,2021-10-28,2021-11-12,0,Standard,AMBA Sur,Art supply store,VAT registered,15.0,,13.0,6.0
1926,Account 0445,Orders,Shipped,9724.0,Rep A,2022-03-23,2022-05-02,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
1927,Account 0523,Orders,Shipped,10024.0,Rep A,2021-11-02,2021-11-12,0,Churned,AMBA Norte,Art supply store,Simplified regime,7.0,,5.0,1.0
1928,Account 0285,Orders,Shipped,10389.0,Rep C,2022-03-14,2022-03-31,0,Standard,Neuquen,Art supply store,VAT registered,22.0,Upfront,7.0,4.0
1929,Account 0508,Orders,Shipped,9640.0,Rep A,2021-11-03,2021-11-12,0,Low,AMBA Norte,Art supply store,Simplified regime,15.0,,4.0,3.0
1930,Account 0452,Orders,Shipped,10059.0,Rep C,2022-06-01,2022-06-15,4,Standard,Corrientes,Workshop,Simplified regime,15.0,,4.0,7.0
1931,Account 0276,Orders,Shipped,10263.0,Rep A,2022-08-04,2022-08-17,0,Low,Santa Fe,Workshop,Final consumer,15.0,,4.0,3.0
1932,Account 0449,Orders,Shipped,10221.0,Rep A,2022-04-25,2022-05-10,0,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
1933,Account 0416,Orders,Shipped,10347.0,Rep A,2022-05-12,2022-07-04,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,15.0,5.0
1934,Account 0497,Orders,Shipped,10363.0,Rep A,2022-04-25,2022-05-10,0,Standard,Santa Fe,Art supply store,Simplified regime,7.0,Upfront,11.0,4.0
1935,Account 0426,Orders,Shipped,10201.0,Rep A,2022-03-23,2022-05-03,0,Low,CABA,Art supply store,VAT registered,7.0,Upfront,15.0,6.0
1936,Account 0409,Orders,Shipped,9580.0,Rep A,2021-11-05,2021-11-12,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1937,Account 0229,Orders,Shipped,9940.0,Rep A,2022-05-06,2022-05-27,2,Standard,AMBA Sur,Art supply store,Final consumer,7.0,,10.0,4.0
1938,Account 0445,Orders,Shipped,9992.0,Rep A,2021-11-08,2021-11-12,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
1939,Account 0514,Orders,Shipped,9576.0,Rep A,2022-06-14,2022-07-04,0,Low,AMBA Norte,Art supply store,Simplified regime,7.0,,4.0,6.0
1940,Account 0436,Orders,Shipped,9365.0,Rep A,2022-04-12,2022-05-06,0,Low,AMBA Sur,Other,Simplified regime,15.0,,6.0,2.0
1941,Account 0431,Orders,Shipped,9519.0,Rep A,2022-09-29,2022-10-13,0,Standard,AMBA Norte,Workshop,Final consumer,22.0,Upfront,10.0,7.0
1942,Account 0383,Orders,Shipped,9743.0,Rep A,2022-04-22,2022-05-10,2,Low,Santa Fe,Art supply store,Simplified regime,7.0,Upfront,17.0,4.0
1943,Account 0461,Orders,Shipped,9690.0,Rep C,2022-02-03,2022-03-10,2,Low,Santa Fe,Art supply store,Final consumer,15.0,Upfront,5.0,2.0
1944,Account 0502,Orders,Shipped,9453.0,Rep C,2022-05-04,2022-05-17,4,Low,Santa Cruz,Art supply store,VAT registered,7.0,,10.0,2.0
1945,Account 0452,Orders,Shipped,10076.0,Rep C,2022-01-28,2022-02-08,0,Standard,Corrientes,Workshop,Simplified regime,15.0,,4.0,7.0
1946,Account 0109,Orders,Shipped,10172.0,Rep A,2021-11-16,2021-12-15,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,12.0,6.0
1947,Account 0337,Orders,Shipped,9442.0,Rep A,2021-11-04,2021-11-09,0,Low,AMBA Sur,Workshop,Simplified regime,7.0,Upfront,3.0,4.0
1948,Account 0409,Orders,Shipped,10149.0,Rep A,2022-05-19,2022-05-27,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1949,Account 0468,Orders,Shipped,9219.0,Rep A,2022-02-02,2022-02-10,0,Low,BA Este,Art supply store,Simplified regime,,,6.0,6.0
1950,Account 0415,Orders,Shipped,10089.0,Rep A,2022-05-19,2022-05-27,0,Standard,San Luis,Paint store,VAT registered,15.0,Upfront,7.0,9.0
1951,Account 0524,Orders,Shipped,10098.0,Rep A,2022-04-18,2022-05-09,0,Churned,La Pampa,Workshop,Simplified regime,28.0,,6.0,1.0
1952,Account 0438,Orders,Shipped,9169.0,Rep A,2022-04-04,2022-05-06,0,Low,BA Norte,Art supply store,Simplified regime,,,5.0,4.0
1953,Account 0525,Orders,Shipped,9881.0,Rep C,2022-05-27,2022-06-15,7,Low,AMBA Sur,Art supply store,Simplified regime,7.0,,6.0,4.0
1954,Account 0526,Orders,Shipped,10067.0,Rep A,2022-03-02,2022-03-17,0,Low,BA Atlantico,Art supply store,Simplified regime,,Upfront,4.0,2.0
1955,Account 0365,Orders,Shipped on credit,9995.0,Rep A,2022-01-20,2022-08-18,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,,13.0,6.0
1956,Account 0087,Orders,Shipped,10055.0,Rep A,2022-04-21,2022-05-10,0,Standard,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,11.0,14.0
1957,Account 0182,Orders,Shipped,9649.0,Rep A,2021-11-17,2022-02-15,0,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,13.0,6.0
1958,Account 0044,Orders,Shipped on credit,9162.0,Rep A,2022-05-26,2022-07-08,0,Potential,CABA,Art supply store,VAT registered,22.0,30 days,16.0,16.0
1959,Account 0409,Orders,Shipped,9893.0,Rep A,2022-11-07,2022-11-10,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1960,Account 0445,Orders,Shipped,9635.0,Rep A,2022-02-02,2022-02-10,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
1961,Account 0430,Orders,Shipped,9622.0,Rep A,2022-06-01,2022-07-07,1,Standard,Catamarca,Art supply store,Simplified regime,15.0,Upfront,9.0,5.0
1962,Account 0477,Orders,Shipped,9432.0,Rep A,2021-12-01,2022-01-11,0,Low,AMBA Sur,Art supply store,Simplified regime,7.0,Upfront,5.0,4.0
1963,Account 0409,Orders,Shipped,9576.0,Rep A,2022-06-03,2022-07-11,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1964,Account 0484,Orders,Shipped,9153.0,Rep C,2022-03-18,2022-05-03,3,Low,AMBA Sur,Art supply store,Simplified regime,7.0,Upfront,3.0,4.0
1965,Account 0356,Orders,Shipped,9708.0,Rep A,2021-11-04,2021-11-12,0,Standard,Santa Cruz,Workshop,Simplified regime,7.0,Upfront,9.0,8.0
1966,Account 0452,Orders,Shipped,9072.0,Rep A,2022-07-18,2022-07-27,0,Standard,Corrientes,Workshop,Simplified regime,15.0,,4.0,7.0
1967,Account 0527,Orders,Shipped,9679.0,Rep A,2021-11-16,2022-02-15,0,Churned,Santa Fe,Workshop,Simplified regime,,,6.0,2.0
1968,Account 0368,Orders,Shipped,9786.0,Rep A,2022-06-07,2022-07-11,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,6.0,9.0
1969,Account 0506,Orders,Shipped,9390.0,Rep B,2022-09-07,2022-09-19,3,Churned,Cordoba,Other,Final consumer,,Upfront,9.0,6.0
1970,Account 0490,Orders,Shipped,9417.0,Rep A,2021-12-14,2022-01-10,0,Low,Corrientes,Art supply store,Simplified regime,7.0,,3.0,2.0
1971,Account 0140,Orders,Shipped,9228.0,Rep A,2021-10-29,2021-11-02,0,Churned,AMBA Norte,Paint store,VAT registered,15.0,Upfront,5.0,3.0
1972,Account 0240,Orders,Shipped,9840.0,Rep A,2021-10-22,2021-10-28,0,Key,Misiones,Paint store,Simplified regime,28.0,Upfront,12.0,6.0
1973,Account 0503,Orders,Shipped,9607.0,Rep A,2022-04-28,2022-05-10,0,Standard,Misiones,Other,Simplified regime,7.0,Upfront,10.0,7.0
1974,Account 0077,Orders,Shipped,9263.0,Rep A,2022-08-10,2022-10-03,1,Standard,AMBA Norte,Other,Simplified regime,22.0,,6.0,3.0
1975,Account 0059,Orders,Shipped on credit,9077.0,Rep A,2022-12-07,2023-01-10,2,Key,Cordoba,Paint store,VAT registered,28.0,Upfront,6.0,4.0
1976,Account 0346,Orders,Shipped,9091.0,Rep B,2023-01-02,2023-01-05,0,Standard,San Luis,Art supply store,Simplified regime,15.0,,6.0,9.0
1977,Account 0277,Orders,Shipped,9313.0,Rep A,2021-10-21,2021-11-01,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,15.0,20.0
1978,Account 0463,Orders,Shipped,9720.0,Rep A,2022-06-30,2022-09-23,1,Low,AMBA Norte,Art supply store,Final consumer,7.0,,4.0,4.0
1979,Account 0420,Orders,Shipped,9512.0,Rep A,2022-03-17,2022-04-22,0,Standard,AMBA Sur,Workshop,Simplified regime,15.0,,10.0,6.0
1980,Account 0496,Orders,Shipped,9004.0,Rep A,2022-03-08,2022-03-18,0,Low,AMBA Sur,Art supply store,Simplified regime,7.0,,2.0,3.0
1981,Account 0528,Orders,Shipped,9595.0,Rep A,2021-12-14,2022-01-10,0,Churned,AMBA Norte,Workshop,VAT registered,7.0,,2.0,1.0
1982,Account 0171,Orders,Shipped,9118.0,Rep A,2022-06-13,2022-07-04,2,Standard,Rio Negro,Art supply store,Final consumer,28.0,Upfront,8.0,7.0
1983,Account 0529,Orders,Shipped,9545.0,Rep A,2021-11-12,2021-12-29,0,Churned,Misiones,Workshop,Simplified regime,7.0,,14.0,1.0
1984,Account 0449,Orders,Shipped,8976.0,Rep A,2022-03-25,2022-05-02,0,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
1985,Account 0434,Orders,Shipped,9318.0,Rep A,2022-09-02,2022-09-19,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,10.0,11.0
1986,Account 0453,Orders,Shipped,9601.0,Rep A,2022-05-05,2022-05-11,0,Low,AMBA Sur,Art supply store,VAT registered,15.0,,3.0,5.0
1987,Account 0363,Orders,Shipped,8962.0,Rep A,2022-05-31,2022-06-15,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,,15.0,7.0
1988,Account 0324,Orders,Shipped,9330.0,Rep A,2022-06-14,2022-07-04,0,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
1989,Account 0530,Orders,Shipped,9554.0,Rep C,2022-01-28,2022-05-04,1,Churned,Salta,Art supply store,Simplified regime,7.0,,2.0,1.0
1990,Account 0445,Orders,Shipped,8789.0,Rep A,2022-04-25,2022-05-10,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
1991,Account 0484,Orders,Shipped,8704.0,Rep A,2021-12-15,2022-02-10,0,Low,AMBA Sur,Art supply store,Simplified regime,7.0,Upfront,3.0,4.0
1992,Account 0409,Orders,Shipped,9185.0,Rep A,2021-11-16,2022-02-15,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
1993,Account 0521,Orders,Shipped,8844.0,Rep A,2022-10-31,2022-11-02,0,Low,BA Atlantico,Art supply store,Simplified regime,7.0,Upfront,9.0,7.0
1994,Account 0195,Orders,Shipped,8595.0,Rep A,2021-11-02,2021-11-12,0,Potential,BA Centro,Paint store,VAT registered,22.0,,15.0,12.0
1995,Account 0349,Orders,Shipped,8941.0,Rep A,2022-01-03,2022-01-12,0,Low,AMBA Norte,Workshop,VAT registered,7.0,Upfront,5.0,7.0
1996,Account 0083,Orders,Shipped,9188.0,Rep A,2022-12-05,2022-12-15,0,Key,AMBA Norte,Art supply store,Simplified regime,7.0,Upfront,9.0,7.0
1997,Account 0352,Orders,Shipped,8749.0,Rep A,2022-07-04,2022-07-27,0,Churned,Salta,Workshop,Final consumer,15.0,Upfront,5.0,3.0
1998,Account 0390,Orders,Shipped,8793.0,Rep B,2023-01-06,2023-01-17,3,Standard,AMBA Norte,Art supply store,VAT registered,15.0,,8.0,7.0
1999,Account 0531,Orders,Shipped,9241.0,Rep A,2021-11-02,2021-12-15,0,Low,Neuquen,Art supply store,VAT registered,7.0,,0.0,1.0
2000,Account 0501,Orders,Shipped,8858.0,Rep A,2022-02-15,2022-02-25,0,Low,AMBA Norte,Workshop,Final consumer,7.0,,6.0,2.0
2001,Account 0302,Orders,Shipped,9123.0,Rep A,2022-03-11,2022-03-18,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,16.0,10.0
2002,Account 0047,Orders,Shipped,8645.0,Rep A,2022-05-23,2022-07-11,2,Key,Cordoba,Other,VAT registered,22.0,,7.0,3.0
2003,Account 0131,Orders,Shipped,9081.0,Rep A,2021-11-02,2022-03-10,0,Standard,AMBA Sur,Other,Simplified regime,15.0,Upfront,11.0,3.0
2004,Account 0518,Orders,Shipped,8811.0,Rep A,2022-04-22,2022-05-10,4,Churned,CABA,Workshop,Final consumer,22.0,Upfront,17.0,7.0
2005,Account 0319,Orders,Shipped,8343.0,Rep A,2022-01-17,2022-01-21,0,Standard,AMBA Sur,Other,Final consumer,22.0,Upfront,12.0,13.0
2006,Account 0340,Orders,Shipped,9007.0,Rep A,2022-08-19,2022-09-02,4,Standard,CABA,Other,Simplified regime,15.0,Upfront,10.0,5.0
2007,Account 0060,Orders,Shipped,8631.0,Rep A,2021-11-16,2021-12-29,0,Key,BA Sur,Paint store,VAT registered,22.0,Upfront,21.0,8.0
2008,Account 0338,Orders,Shipped,8300.0,Rep A,2022-06-24,2022-07-07,3,Key,Santa Fe,Other,VAT registered,15.0,Upfront,9.0,4.0
2009,Account 0443,Orders,Shipped,8285.0,Rep A,2022-04-20,2022-05-09,0,Standard,BA Norte,Paint store,Simplified regime,15.0,Upfront,4.0,9.0
2010,Account 0091,Orders,Shipped,8734.0,Rep A,2021-11-18,2021-12-20,0,Key,Corrientes,Paint store,VAT registered,28.0,,10.0,8.0
2011,Account 0419,Orders,Shipped,8138.0,Rep C,2022-06-13,2022-07-07,2,Standard,Santa Fe,Art supply store,Simplified regime,15.0,Upfront,6.0,7.0
2012,Account 0445,Orders,Shipped,8305.0,Rep A,2022-06-30,2022-07-18,2,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
2013,Account 0287,Orders,Shipped,8165.0,Rep A,2021-10-25,2021-11-05,0,Standard,BA Atlantico,Workshop,Final consumer,22.0,Upfront,5.0,8.0
2014,Account 0441,Orders,Shipped,8402.0,Rep A,2021-11-17,2022-02-15,0,Standard,CABA,Other,VAT registered,15.0,Upfront,3.0,3.0
2015,Account 0319,Orders,Shipped,8346.0,Rep A,2021-11-16,2022-02-15,0,Standard,AMBA Sur,Other,Final consumer,22.0,Upfront,12.0,13.0
2016,Account 0279,Orders,Shipped,8435.0,Rep A,2022-05-31,2022-06-15,0,Standard,AMBA Sur,Art supply store,Simplified regime,15.0,,10.0,8.0
2017,Account 0221,Orders,Shipped,8197.0,Rep A,2022-03-21,2022-05-02,0,Standard,CABA,Art supply store,Simplified regime,7.0,,6.0,4.0
2018,Account 0415,Orders,Shipped,7969.0,Rep A,2022-08-05,2022-08-17,0,Standard,San Luis,Paint store,VAT registered,15.0,Upfront,7.0,9.0
2019,Account 0106,Orders,Shipped on credit,8456.0,Rep A,2023-02-09,2023-03-15,1,Strategic,AMBA Norte,Other,VAT registered,28.0,,11.0,6.0
2020,Account 0527,Orders,Shipped,8251.0,Rep C,2022-05-02,2022-05-11,5,Churned,Santa Fe,Workshop,Simplified regime,,,6.0,2.0
2021,Account 0431,Orders,Shipped,8475.0,Rep A,2021-12-14,2022-01-11,0,Standard,AMBA Norte,Workshop,Final consumer,22.0,Upfront,10.0,7.0
2022,Account 0409,Orders,Shipped,8013.0,Rep A,2021-11-12,2021-12-17,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
2023,Account 0091,Orders,Shipped,7813.0,Rep A,2022-04-20,2022-05-09,0,Key,Corrientes,Paint store,VAT registered,28.0,,10.0,8.0
2024,Account 0251,Orders,Shipped,7992.0,Rep A,2022-03-15,2022-03-18,0,Churned,BA Norte,Other,Simplified regime,7.0,Upfront,5.0,3.0
2025,Account 0532,Orders,Shipped,8139.0,Rep A,2021-12-14,2022-01-10,0,Low,BA Atlantico,Workshop,Final consumer,,,4.0,1.0
2026,Account 0356,Orders,Shipped,8065.0,Rep A,2022-05-03,2022-05-11,0,Standard,Santa Cruz,Workshop,Simplified regime,7.0,Upfront,9.0,8.0
2027,Account 0337,Orders,Shipped,8391.0,Rep A,2022-02-17,2022-03-09,0,Low,AMBA Sur,Workshop,Simplified regime,7.0,Upfront,3.0,4.0
2028,Account 0445,Orders,Shipped,8038.0,Rep A,2022-05-12,2022-05-27,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
2029,Account 0408,Orders,Shipped,8158.0,Rep A,2022-03-28,2022-05-04,0,Standard,AMBA Norte,Paint store,VAT registered,7.0,Upfront,13.0,3.0
2030,Account 0395,Orders,Shipped,8207.0,Rep A,2022-05-05,2022-05-12,0,Standard,Neuquen,Art supply store,Simplified regime,15.0,Upfront,9.0,6.0
2031,Account 0434,Orders,Shipped,7740.0,Rep A,2021-12-01,2022-01-11,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,10.0,11.0
2032,Account 0533,Orders,Shipped,8136.0,Rep A,2022-01-03,2022-01-12,0,Low,Corrientes,Art supply store,VAT registered,7.0,,6.0,1.0
2033,Account 0180,Orders,Shipped,7976.0,Rep A,2021-10-22,2022-01-03,0,Potential,AMBA Norte,Workshop,Final consumer,22.0,30 days,16.0,14.0
2034,Account 0419,Orders,Shipped,8038.0,Rep A,2022-09-13,2022-09-23,0,Standard,Santa Fe,Art supply store,Simplified regime,15.0,Upfront,6.0,7.0
2035,Account 0445,Orders,Shipped,7764.0,Rep A,2021-10-27,2021-11-01,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,14.0,20.0
2036,Account 0409,Orders,Shipped,8307.0,Rep A,2022-03-07,2022-03-18,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
2037,Account 0470,Orders,Shipped,8427.0,Rep A,2022-06-10,2022-06-21,0,Low,AMBA Sur,Art supply store,Simplified regime,7.0,Upfront,2.0,2.0
2038,Account 0383,Orders,Shipped,7643.0,Rep C,2022-02-23,2022-03-15,4,Low,Santa Fe,Art supply store,Simplified regime,7.0,Upfront,17.0,4.0
2039,Account 0497,Orders,Shipped,8078.0,Rep A,2022-02-23,2022-03-15,0,Standard,Santa Fe,Art supply store,Simplified regime,7.0,Upfront,11.0,4.0
2040,Account 0413,Orders,Shipped,8197.0,Rep A,2022-07-14,2022-07-27,0,Standard,BA Sur,Workshop,Simplified regime,15.0,Upfront,10.0,12.0
2041,Account 0534,Orders,Shipped,7804.0,Rep A,2021-11-05,2022-01-11,0,Churned,Entre Rios,Art supply store,Simplified regime,15.0,,3.0,1.0
2042,Account 0467,Orders,Shipped,8137.0,Rep A,2022-01-05,2022-01-12,0,Standard,Santa Fe,Other,Simplified regime,7.0,Upfront,7.0,6.0
2043,Account 0409,Orders,Shipped,8013.0,Rep A,2022-05-02,2022-05-11,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
2044,Account 0324,Orders,Shipped,8236.0,Rep A,2022-04-22,2022-05-10,1,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
2045,Account 0440,Orders,Shipped,8256.0,Rep A,2021-10-22,2022-02-22,0,Low,AMBA Sur,Art supply store,Simplified regime,15.0,,6.0,7.0
2046,Account 0185,Orders,Shipped,7494.0,Rep A,2022-01-04,2022-01-12,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
2047,Account 0495,Orders,Shipped,7780.0,Rep A,2021-11-11,2021-12-29,0,Low,La Pampa,Workshop,Simplified regime,15.0,Upfront,21.0,4.0
2048,Account 0494,Orders,Shipped on credit,7859.0,Rep A,2021-11-03,2021-12-28,0,Low,BA Norte,Workshop,Final consumer,7.0,Upfront,7.0,7.0
2049,Account 0519,Orders,Shipped,7509.0,Rep A,2021-12-10,2022-01-12,0,Low,AMBA Sur,Workshop,Final consumer,7.0,Upfront,3.0,3.0
2050,Account 0415,Orders,Shipped,7647.0,Rep B,2023-02-27,2023-03-07,0,Standard,San Luis,Paint store,VAT registered,15.0,Upfront,7.0,9.0
2051,Account 0234,Orders,Shipped,8146.0,Rep C,2022-01-25,2022-02-02,0,Standard,BA Este,Art supply store,Simplified regime,22.0,Upfront,8.0,11.0
2052,Account 0389,Orders,Shipped,7388.0,Rep C,2022-02-03,2022-02-14,1,Standard,AMBA Sur,Art supply store,VAT registered,15.0,Upfront,12.0,12.0
2053,Account 0185,Orders,Shipped on credit,7710.0,Rep A,2023-01-25,2023-02-24,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
2054,Account 0427,Orders,Shipped,8007.0,Rep A,2022-05-19,2022-05-26,0,Low,AMBA Sur,Workshop,Final consumer,15.0,Upfront,2.0,6.0
2055,Account 0410,Orders,Shipped,7549.0,Rep A,2022-09-14,2022-09-27,0,Standard,BA Norte,Art supply store,Simplified regime,7.0,,6.0,5.0
2056,Account 0449,Orders,Shipped,7663.0,Rep A,2022-08-09,2022-08-17,0,Low,AMBA Norte,Workshop,Simplified regime,7.0,Upfront,9.0,13.0
2057,Account 0413,Orders,Shipped,8039.0,Rep A,2022-04-18,2022-05-09,0,Standard,BA Sur,Workshop,Simplified regime,15.0,Upfront,10.0,12.0
2058,Account 0535,Orders,Shipped,7649.0,Rep C,2022-03-14,2022-03-18,1,Churned,BA Atlantico,Other,Simplified regime,15.0,Upfront,3.0,2.0
2059,Account 0536,Orders,Shipped,7378.0,Rep A,2022-01-24,2022-03-18,0,Churned,AMBA Norte,Art supply store,Final consumer,7.0,Upfront,1.0,2.0
2060,Account 0494,Orders,Shipped,7309.0,Rep A,2021-12-06,2022-01-11,0,Low,BA Norte,Workshop,Final consumer,7.0,Upfront,7.0,7.0
2061,Account 0317,Orders,Shipped,7988.0,Rep A,2022-03-30,2022-05-02,1,Standard,Mendoza,Art supply store,Simplified regime,7.0,Upfront,10.0,4.0
2062,Account 0346,Orders,Shipped,7465.0,Rep A,2021-12-14,2022-01-11,0,Standard,San Luis,Art supply store,Simplified regime,15.0,,6.0,9.0
2063,Account 0365,Orders,Backorder,7645.0,Rep A,2021-10-29,2022-02-22,0,Standard,AMBA Norte,Art supply store,VAT registered,15.0,,13.0,6.0
2064,Account 0368,Orders,Shipped,7320.0,Rep A,2021-11-17,2022-01-11,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,6.0,9.0
2065,Account 0518,Orders,Shipped,7559.0,Rep A,2022-03-02,2022-03-15,0,Churned,CABA,Workshop,Final consumer,22.0,Upfront,17.0,7.0
2066,Account 0324,Orders,Shipped,7941.0,Rep A,2022-11-15,2022-11-24,0,Standard,BA Sur,Art supply store,Final consumer,,Upfront,2.0,10.0
2067,Account 0498,Orders,Shipped,7598.0,Rep A,2022-06-09,2022-06-15,0,Low,AMBA Sur,Workshop,Final consumer,7.0,,5.0,6.0
2068,Account 0316,Orders,Shipped,7936.0,Rep A,2022-06-30,2022-07-11,0,Low,AMBA Norte,Workshop,Final consumer,7.0,Upfront,5.0,5.0
2069,Account 0427,Orders,Shipped,7372.0,Rep A,2022-03-07,2022-03-17,0,Low,AMBA Sur,Workshop,Final consumer,15.0,Upfront,2.0,6.0
2070,Account 0537,Orders,Shipped,7513.0,Rep A,2022-06-03,2022-06-15,0,,,,,,,0.0,1.0
2071,Account 0477,Orders,Shipped,7766.0,Rep C,2022-02-21,2022-03-14,3,Low,AMBA Sur,Art supply store,Simplified regime,7.0,Upfront,5.0,4.0
2072,Account 0440,Orders,Shipped,7441.0,Rep A,2022-03-31,2022-05-04,0,Low,AMBA Sur,Art supply store,Simplified regime,15.0,,6.0,7.0
2073,Account 0375,Orders,Shipped,7284.0,Rep C,2022-03-11,2022-03-31,2,Standard,Santa Fe,Workshop,Simplified regime,15.0,Upfront,11.0,8.0
2074,Account 0356,Orders,Shipped,7701.0,Rep A,2022-03-15,2022-03-18,0,Standard,Santa Cruz,Workshop,Simplified regime,7.0,Upfront,9.0,8.0
2075,Account 0467,Orders,Shipped,7347.0,Rep A,2021-11-12,2021-12-07,0,Standard,Santa Fe,Other,Simplified regime,7.0,Upfront,7.0,6.0
2076,Account 0409,Orders,Shipped,7450.0,Rep A,2022-03-21,2022-04-22,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
2077,Account 0316,Orders,Shipped,7750.0,Rep A,2022-01-10,2022-01-26,0,Low,AMBA Norte,Workshop,Final consumer,7.0,Upfront,5.0,5.0
2078,Account 0506,Orders,Shipped,7144.0,Rep C,2022-05-09,2022-05-13,2,Churned,Cordoba,Other,Final consumer,,Upfront,9.0,6.0
2079,Account 0192,Orders,Shipped,7218.0,Rep A,2021-12-07,2022-01-10,0,Key,Santa Fe,Workshop,Simplified regime,22.0,30 days,14.0,12.0
2080,Account 0195,Orders,Shipped,7017.0,Rep A,2022-06-14,2022-07-04,6,Potential,BA Centro,Paint store,VAT registered,22.0,,15.0,12.0
2081,Account 0409,Orders,Shipped,7260.0,Rep A,2022-09-13,2022-09-22,0,Standard,CABA,Other,Simplified regime,22.0,Upfront,17.0,53.0
2082,Account 0416,Orders,Shipped,7089.0,Rep A,2021-10-21,2021-10-28,0,Standard,AMBA Norte,Paint store,VAT registered,15.0,Upfront,15.0,5.0
2083,Account 0538,Orders,Shipped,7427.0,Rep A,2021-10-21,2021-12-10,0,Churned,,Other,Final consumer,15.0,,1.0,1.0
2084,Account 0091,Orders,Shipped,7026.0,Rep A,2021-10-27,2021-11-01,0,Key,Corrientes,Paint store,VAT registered,28.0,,10.0,8.0
2085,Account 0185,Orders,Shipped on credit,7381.0,Rep A,2022-09-19,2022-10-03,0,Key,CABA,Art supply store,VAT registered,22.0,30 days,15.0,39.0
